Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Dragon Ball Z: Harukanaru Densetsu,Strategy,Nintendo DS,0.2,2007,1,0,14.95,57,3,1,0,1,1,0,0,0
Touch the Dead,Action,Nintendo DS,0.2,2007,1,0,16.95,56,3,1,0,0,1,0,0,0
The Darkness,Action,PlayStation 3,0.2,2007,0,0,14.95,80,1,1,1,1,0,0,0,1
Donkey Kong Barrel Blast,Racing / Driving,Nintendo Wii,0.19,2007,1,0,29.95,46,1,4,0,0,0,0,0,0
The BIGS,"Action, Simulation, Sports",X360,0.19,2007,0,0,12.95,79,2,4,1,1,0,0,0,1
Armored Core 4,Action,X360,0.19,2007,1,0,17.95,65,2,2,1,0,0,0,0,1
Etrian Odyssey,Role-Playing (RPG),Nintendo DS,0.19,2007,0,0,24.95,75,3,1,0,0,1,0,0,0
Ben 10: Protector of the Earth,Action,Sony PSP,0.19,2007,0,0,16.95,60,3,1,0,0,1,0,0,1
Tom Clancy's Splinter Cell: Double Agent,"Action, Strategy",PlayStation 3,0.19,2007,1,0,22.95,78,1,1,1,1,0,0,0,1
Looney Tunes: Acme Arsenal,Action,Nintendo Wii,0.19,2007,0,0,14.95,27,1,1,0,1,0,0,0,1
Zack & Wiki: Quest for Barbaros' Treasure,Adventure,Nintendo Wii,0.19,2007,0,0,17.95,87,1,1,0,0,0,0,0,0
Monster Jam,Sports,X360,0.18,2007,0,0,17.95,43,2,4,0,1,0,0,0,0
Virtua Fighter 5,Action,X360,0.18,2007,1,0,17.95,89,2,2,1,0,0,0,0,1
Lunar Knights,Action,Nintendo DS,0.18,2007,0,0,16.95,82,3,1,0,0,1,0,0,0
Enchanted Arms,Role-Playing (RPG),PlayStation 3,0.18,2007,0,0,17.95,64,1,1,0,0,0,0,0,1
F.E.A.R.: First Encounter Assault Recon,Action,PlayStation 3,0.18,2007,0,0,17.95,72,1,1,1,0,0,0,0,0
Folklore,"Action, Role-Playing (RPG)",PlayStation 3,0.18,2007,0,0,24.95,75,1,1,0,0,0,0,0,0
Juiced 2: Hot Import Nights,Racing / Driving,PlayStation 3,0.18,2007,1,0,17.95,71,1,1,0,0,0,0,0,1
The Elder Scrolls IV: Shivering Isles,"Action, Role-Playing (RPG)",X360,0.18,2007,2,0,24.95,86,2,1,0,0,0,0,0,0
Final Fantasy XI: Wings of the Goddess,"Action, Role-Playing (RPG)",X360,0.18,2007,2,0,13.95,63,2,1,1,0,0,0,0,0
NHL 08,Sports,PlayStation 3,0.17,2007,1,0,9.95,86,1,7,1,1,0,0,0,1
NCAA 07 March Madness,Sports,X360,0.17,2007,1,0,7.95,67,2,4,1,1,0,0,0,0
Rayman Raving Rabbids,Action,X360,0.17,2007,1,0,16.95,67,2,4,0,0,0,0,0,1
Viva Pi§ata: Party Animals,Racing / Driving,X360,0.17,2007,1,0,14.95,56,2,4,1,0,0,0,0,0
Warriors Orochi,"Action, Role-Playing (RPG)",X360,0.17,2007,0,0,19.95,53,2,2,0,0,0,0,0,1
Luminous Arc,"Role-Playing (RPG), Strategy",Nintendo DS,0.17,2007,0,0,24.95,70,3,1,1,0,1,0,0,0
Picross DS,Strategy,Nintendo DS,0.17,2007,0,0,17.95,83,3,1,1,0,1,0,0,0
Harry Potter and the Order of the Phoenix,Action,PlayStation 3,0.17,2007,1,0,17.95,67,1,1,0,1,0,0,0,1
College Hoops 2K7,Sports,PlayStation 3,0.16,2007,1,0,6.95,81,1,6,1,1,0,0,0,1
The BIGS,"Action, Simulation, Sports",PlayStation 3,0.16,2007,0,0,22.95,80,1,4,1,1,0,0,0,0
Stuntman: Ignition,"Action, Racing / Driving",PlayStation 3,0.16,2007,1,0,16.95,76,1,4,1,0,0,0,0,1
Mortal Kombat: Armageddon,"Action, Racing / Driving",Nintendo Wii,0.16,2007,1,0,24.95,71,1,4,0,1,0,0,0,1
Def Jam: Icon,Action,PlayStation 3,0.16,2007,1,0,16.95,68,1,2,1,1,0,0,0,1
Soulcalibur Legends,Action,Nintendo Wii,0.16,2007,1,0,16.95,52,1,2,0,0,0,0,0,0
Surf's Up,Sports,Nintendo Wii,0.16,2007,0,0,16.95,64,1,2,0,1,0,0,0,1
"Left Brain, Right Brain",Strategy,Nintendo DS,0.16,2007,0,0,16.95,50,3,1,0,0,1,0,0,0
Planet Puzzle League,Strategy,Nintendo DS,0.16,2007,0,0,17.95,86,3,1,1,0,1,0,0,0
DiRT,"Racing / Driving, Simulation, Sports",PlayStation 3,0.16,2007,0,0,17.95,83,1,1,1,1,0,0,0,1
TMNT,Action,Nintendo Wii,0.16,2007,0,0,17.95,60,1,1,0,1,0,0,0,1
Soldier of Fortune: Payback,Action,X360,0.16,2007,1,0,13.95,50,2,1,1,0,0,0,0,0
Dynasty Warriors: Gundam,Action,PlayStation 3,0.15,2007,1,0,22.95,60,1,2,0,1,0,0,0,1
Disney Pirates of the Caribbean: At World's End,Action,PlayStation 3,0.15,2007,1,0,14.95,55,1,2,0,1,0,0,0,1
Bee Movie Game,Action,X360,0.15,2007,0,0,12.95,71,2,2,0,1,0,0,0,1
Dynasty Warriors: Gundam,Action,X360,0.15,2007,1,0,22.95,55,2,2,0,1,0,0,0,1
Golden Axe,Action,X360,0.15,2007,0,1,14.95,45,2,2,0,0,0,0,0,0
Dementium: The Ward,Action,Nintendo DS,0.15,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
Rondo of Swords,"Role-Playing (RPG), Strategy",Nintendo DS,0.15,2007,0,0,19.95,69,3,1,0,0,1,0,0,0
Disgaea: Afternoon of Darkness,"Role-Playing (RPG), Strategy",Sony PSP,0.15,2007,0,1,17.95,87,3,1,1,0,1,0,0,0
NASCAR 08,"Racing / Driving, Sports",PlayStation 3,0.15,2007,1,0,14.95,57,1,1,1,1,0,0,0,1
Dragon Quest Swords: The Masked Queen and the T...,Action,Nintendo Wii,0.15,2007,1,0,16.95,65,1,1,0,0,0,0,0,0
Call of Juarez,Action,X360,0.15,2007,0,0,14.95,71,2,1,1,0,0,0,0,0
College Hoops 2K8,Sports,X360,0.15,2007,1,0,9.95,81,2,1,0,1,0,0,0,1
Eternal Sonata,Role-Playing (RPG),X360,0.15,2007,0,0,27.95,79,2,1,0,0,0,0,0,1
Kingdom Under Fire: Circle of Doom,"Action, Role-Playing (RPG)",X360,0.15,2007,1,0,14.95,55,2,1,1,0,0,0,0,0
Vampire Rain,Action,X360,0.15,2007,0,0,11.95,38,2,1,1,0,0,0,0,0
All-Pro Football 2K8,Sports,PlayStation 3,0.14,2007,1,0,9.95,73,1,6,1,1,0,0,0,1
Mercury Meltdown,Strategy,Nintendo Wii,0.14,2007,0,0,12.95,77,1,2,0,0,0,0,0,0
Disney/Pixar Cars: Mater-National Championship,Racing / Driving,X360,0.14,2007,1,0,17.95,58,2,2,0,1,0,0,0,1
Hard Rock Casino,Simulation,Sony PSP,0.14,2007,0,0,17.95,44,3,1,0,1,1,0,0,1
Conan,"Action, Adventure",PlayStation 3,0.14,2007,0,0,17.95,69,1,1,0,1,0,0,0,1
Cranium Kabookii,Strategy,Nintendo Wii,0.14,2007,0,0,17.95,64,1,1,0,1,0,0,0,0
The Godfather: Blackhand Edition,Action,Nintendo Wii,0.14,2007,0,1,22.95,77,1,1,0,1,0,0,0,0
Godzilla: Unleashed,Action,Nintendo Wii,0.14,2007,1,0,24.95,44,1,1,0,1,0,0,0,1
NBA Live 08,Sports,Nintendo Wii,0.14,2007,1,0,14.95,52,1,1,0,1,0,0,0,1
Conan,"Action, Adventure",X360,0.14,2007,0,0,14.95,69,2,1,0,1,0,0,0,1
Spider-Man: Friend or Foe,Action,Nintendo Wii,0.13,2007,1,0,17.95,59,1,2,0,1,0,0,0,1
College Hoops 2K8,Sports,PlayStation 3,0.12,2007,1,0,12.95,82,1,7,1,1,0,0,0,1
NBA 08,Sports,PlayStation 3,0.12,2007,1,0,9.95,63,1,4,1,1,0,0,0,0
Thrillville: Off the Rails,"Simulation, Strategy",X360,0.12,2007,1,0,17.95,73,2,4,0,0,0,0,0,1
Geometry Wars: Galaxies,Action,Nintendo DS,0.12,2007,0,1,14.95,79,3,1,0,0,1,0,0,1
Rayman Raving Rabbids,Action,Nintendo DS,0.12,2007,0,0,17.95,56,3,1,0,0,1,0,0,1
WordJong,Strategy,Nintendo DS,0.12,2007,0,0,17.95,77,3,1,0,0,1,0,0,0
"Warhammer 40,000: Squad Command",Strategy,Sony PSP,0.12,2007,0,0,17.95,67,3,1,0,1,1,0,0,1
Beowulf: The Game,Action,PlayStation 3,0.12,2007,0,0,12.95,51,1,1,0,1,0,0,0,1
The Golden Compass,Action,PlayStation 3,0.12,2007,0,0,12.95,40,1,1,0,1,0,0,0,1
Scarface: The World is Yours,"Action, Racing / Driving",Nintendo Wii,0.12,2007,0,0,22.95,71,1,1,0,1,0,0,0,0
Hot Wheels: Beat That!,"Action, Racing / Driving",X360,0.12,2007,1,0,19.95,43,2,1,0,1,0,0,0,0
NHL 2K8 ,Sports,X360,0.12,2007,1,0,6.95,71,2,1,0,0,0,0,0,1
NBA Street Homecourt,Sports,PlayStation 3,0.11,2007,1,0,14.95,81,1,4,0,0,0,0,0,1
Geometry Wars: Galaxies,Action,Nintendo Wii,0.11,2007,0,1,16.95,80,1,2,0,0,0,0,0,1
Final Fantasy: Crystal Chronicles - Echoes of Time,Action,Nintendo DS,0.11,2007,1,0,24.95,75,3,1,1,0,1,0,0,1
Godzilla Unleashed: Double Smash,Action,Nintendo DS,0.11,2007,1,0,17.95,28,3,1,0,1,1,0,0,1
MX vs. ATV Untamed,Racing / Driving,Nintendo DS,0.11,2007,1,0,17.95,61,3,1,0,1,1,0,0,1
WWE SmackDown vs. Raw 2008,Sports,Nintendo DS,0.11,2007,1,0,14.95,61,3,1,0,0,1,0,0,1
The BIGS,"Action, Simulation, Sports",Sony PSP,0.11,2007,0,0,16.95,72,3,1,1,1,1,0,0,1
Brave Story: New Traveler,Role-Playing (RPG),Sony PSP,0.11,2007,0,0,17.95,76,3,1,0,1,1,0,0,0
WipEout Pulse,"Action, Racing / Driving",Sony PSP,0.11,2007,1,0,16.95,82,3,1,0,0,1,0,0,0
TimeShift,Action,PlayStation 3,0.11,2007,0,0,16.95,70,1,1,1,0,0,0,0,1
Star Trek: Conquest,"Action, Strategy",Nintendo Wii,0.11,2007,0,0,27.95,49,1,1,0,1,0,0,0,1
Beautiful Katamari,Action,X360,0.11,2007,1,0,17.95,73,2,1,1,0,0,0,0,0
Hour of Victory,Action,X360,0.11,2007,0,0,12.95,37,2,1,1,0,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,Action,PlayStation 3,0.1,2007,1,0,14.95,47,1,4,0,1,0,0,0,1
SEGA Rally Revo,"Racing / Driving, Simulation",X360,0.1,2007,1,0,14.95,77,2,2,1,0,0,0,0,1
7 Wonders of the Ancient World,Strategy,Nintendo DS,0.1,2007,0,0,17.95,60,3,1,0,0,1,0,0,1
Arctic Tale,Action,Nintendo DS,0.1,2007,0,0,11.95,38,3,1,0,1,1,0,0,0
Draglade,Action,Nintendo DS,0.1,2007,0,0,16.95,71,3,1,0,0,1,0,0,0
Final Fantasy Fables: Chocobo Tales,Action,Nintendo DS,0.1,2007,1,0,17.95,75,3,1,1,0,1,0,0,0
Marvel Trading Card Game,Strategy,Nintendo DS,0.1,2007,0,0,16.95,61,3,1,0,1,1,0,0,0
Crazy Taxi: Fare Wars,"Action, Racing / Driving",Sony PSP,0.1,2007,0,1,17.95,64,3,1,1,0,1,0,0,0
Diner Dash: Sizzle & Serve,Action,Sony PSP,0.1,2007,1,0,17.95,55,3,1,0,0,1,0,0,1
The Golden Compass,Action,Sony PSP,0.1,2007,0,0,14.95,28,3,1,0,1,1,0,0,1
Harry Potter and the Order of the Phoenix,Action,Sony PSP,0.1,2007,1,0,16.95,52,3,1,1,1,1,0,0,1
Hot Wheels: Ultimate Racing,"Action, Racing / Driving",Sony PSP,0.1,2007,0,0,17.95,60,3,1,1,1,1,0,0,0
Bladestorm: The Hundred Years' War,"Action, Role-Playing (RPG), Strategy",PlayStation 3,0.1,2007,0,0,44.95,58,1,1,0,0,0,0,0,1
Surf's Up,Sports,X360,0.09,2007,0,0,17.95,61,2,4,0,1,0,0,0,1
Uno / Skip-Bo / Uno Freefall,Strategy,Nintendo DS,0.09,2007,0,0,17.95,59,3,2,0,1,1,0,0,0
Blazing Angels 2: Secret Missions of WWII,Action,X360,0.09,2007,1,0,16.95,72,2,2,1,0,0,0,0,1
InuYasha: Secret of the Divine Jewel,Role-Playing (RPG),Nintendo DS,0.09,2007,0,0,24.95,46,3,1,0,1,1,0,0,0
The Settlers,Strategy,Nintendo DS,0.09,2007,0,1,17.95,39,3,1,0,0,1,0,0,0
Shrek the Third,Action,Sony PSP,0.09,2007,1,0,22.95,57,3,1,0,1,1,0,0,1
Ratatouille,Action,PlayStation 3,0.09,2007,0,0,17.95,55,1,1,0,1,0,0,0,1
Soldier of Fortune: Payback,Action,PlayStation 3,0.09,2007,1,0,14.95,50,1,1,1,0,0,0,0,0
Heatseeker,Action,Nintendo Wii,0.09,2007,0,0,17.95,62,1,1,0,1,0,0,0,1
NHL 2K8,Sports,PlayStation 3,0.08,2007,1,0,9.95,74,1,7,1,1,0,0,0,1
NCAA March Madness 08,Sports,PlayStation 3,0.08,2007,1,0,12.95,67,1,4,0,1,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,Action,X360,0.08,2007,1,0,14.95,45,2,4,0,1,0,0,0,1
Monster Madness: Battle for Suburbia,Action,X360,0.08,2007,0,0,14.95,55,2,4,1,0,0,0,0,0
Pro Evolution Soccer 2008,Sports,X360,0.08,2007,1,0,14.95,76,2,4,1,0,0,0,0,1
Blazing Angels 2: Secret Missions of WWII,Action,PlayStation 3,0.08,2007,1,0,22.95,70,1,2,1,0,0,0,0,1
Cake Mania,Action,Nintendo DS,0.08,2007,0,0,16.95,55,3,1,0,0,1,0,0,0
River King: Mystic Valley,"Adventure, Simulation, Sports",Nintendo DS,0.08,2007,0,0,24.95,54,3,1,1,0,1,0,0,0
Touch Detective 2 1/2,Adventure,Nintendo DS,0.08,2007,1,0,14.95,67,3,1,0,0,1,0,0,0
7 Wonders of the Ancient World,Strategy,Sony PSP,0.08,2007,0,0,17.95,51,3,1,0,0,1,0,0,1
Brooktown High,Simulation,Sony PSP,0.08,2007,0,0,16.95,51,3,1,0,0,1,0,0,0
Crush,Action,Sony PSP,0.08,2007,0,0,16.95,83,3,1,0,0,1,0,0,0
Jackass: The Game,Action,Sony PSP,0.08,2007,0,0,17.95,58,3,1,0,1,1,0,0,1
The Sims 2: Castaway,Simulation,Sony PSP,0.08,2007,1,0,17.95,64,3,1,0,0,1,0,0,1
Test Drive Unlimited,Racing / Driving,Sony PSP,0.08,2007,1,0,17.95,80,3,1,0,1,1,0,0,1
Thrillville: Off the Rails,"Simulation, Strategy",Sony PSP,0.08,2007,1,0,16.95,72,3,1,1,0,1,0,0,1
Victorious Boxers: Revolution,"Action, Simulation, Sports",Nintendo Wii,0.08,2007,1,0,24.95,59,1,1,0,1,0,0,0,0
Bladestorm: The Hundred Years' War,"Action, Role-Playing (RPG), Strategy",X360,0.08,2007,0,0,34.95,63,2,1,0,0,0,0,0,1
Looney Tunes: Acme Arsenal,Action,X360,0.07,2007,0,0,17.95,40,2,4,0,1,0,0,0,1
SEGA Rally Revo,"Racing / Driving, Simulation",PlayStation 3,0.07,2007,1,0,16.95,75,1,2,1,0,0,0,0,0
Death Jr. and the Science Fair of Doom,Action,Nintendo DS,0.07,2007,1,0,12.95,47,3,1,0,0,1,0,0,0
Glory Days 2,"Action, Strategy",Nintendo DS,0.07,2007,1,0,10.95,73,3,1,0,1,1,0,0,0
Indianapolis 500 Legends,Racing / Driving,Nintendo DS,0.07,2007,0,0,16.95,51,3,1,0,1,1,0,0,0
Jenga World Tour,Strategy,Nintendo DS,0.07,2007,0,0,13.95,32,3,1,0,1,1,0,0,1
Operation: Vietnam,Action,Nintendo DS,0.07,2007,0,0,17.95,65,3,1,0,0,1,0,0,0
Worms: Open Warfare 2,"Action, Strategy",Nintendo DS,0.07,2007,1,0,17.95,81,3,1,1,0,1,0,0,1
Alien Syndrome,Action,Sony PSP,0.07,2007,1,0,12.95,51,3,1,1,0,1,0,0,1
BlackSite: Area 51,Action,PlayStation 3,0.07,2007,1,0,17.95,56,1,1,1,0,0,0,0,1
Code Lyoko: Quest for Infinity,Action,Nintendo Wii,0.07,2007,0,0,17.95,58,1,1,0,1,0,0,0,0
Super Swing Golf Season 2,Sports,Nintendo Wii,0.07,2007,1,0,19.95,70,1,1,0,0,0,0,0,0
CSI: Crime Scene Investigation - Hard Evidence,Adventure,X360,0.07,2007,0,0,19.95,48,2,1,0,1,0,0,0,1
FlatOut: Ultimate Carnage,Racing / Driving,X360,0.07,2007,1,0,16.95,80,2,1,1,0,0,0,0,0
Zoids Assault,"Role-Playing (RPG), Strategy",X360,0.07,2007,0,0,17.95,46,2,1,0,1,0,0,0,0
Alien Syndrome,Action,Nintendo Wii,0.06,2007,0,1,12.95,48,1,4,0,0,0,0,0,1
Tetris Evolution,Strategy,X360,0.06,2007,1,0,17.95,52,2,4,1,0,0,0,0,0
Showtime Championship Boxing,"Action, Sports",Nintendo Wii,0.06,2007,0,0,12.95,35,1,2,0,1,0,0,0,0
Heroes of Mana,Strategy,Nintendo DS,0.06,2007,1,0,24.95,66,3,1,0,0,1,0,0,0
Myst,Adventure,Nintendo DS,0.06,2007,0,1,24.95,43,3,1,0,0,1,0,0,0
Coded Arms: Contagion,Action,Sony PSP,0.06,2007,1,0,14.95,56,3,1,0,0,1,0,0,0
King of Clubs,Sports,Nintendo Wii,0.06,2007,0,0,14.95,35,1,1,0,0,0,0,0,0
F.E.A.R. Files,Action,X360,0.06,2007,1,0,17.95,66,2,1,1,0,0,0,0,0
Ontamarama,Action,Nintendo DS,0.05,2007,0,0,17.95,71,3,1,0,0,1,0,0,0
Pony Friends,Simulation,Nintendo DS,0.05,2007,0,0,17.95,67,3,1,0,0,1,0,0,0
Retro Game Challenge,"Action, Racing / Driving, Role-Playing (RPG)",Nintendo DS,0.05,2007,0,1,17.95,77,3,1,0,1,1,0,0,0
Ultimate Mortal Kombat 3,Action,Nintendo DS,0.05,2007,1,1,23.95,73,3,1,0,0,1,0,0,0
"Warhammer 40,000: Squad Command",Strategy,Nintendo DS,0.05,2007,0,0,17.95,57,3,1,0,1,1,0,0,1
Juiced 2: Hot Import Nights,Racing / Driving,Sony PSP,0.05,2007,1,0,16.95,73,3,1,0,0,1,0,0,1
Pursuit Force: Extreme Justice,"Action, Racing / Driving",Sony PSP,0.05,2007,1,0,14.95,73,3,1,0,0,1,0,0,0
Jenga World Tour,Strategy,Nintendo Wii,0.05,2007,0,0,16.95,26,1,1,0,1,0,0,0,1
Medal of Honor: Vanguard,Action,Nintendo Wii,0.05,2007,1,0,17.95,56,1,1,0,0,0,0,0,1
World Series of Poker 2008: Battle for the Brac...,Simulation,X360,0.05,2007,1,0,19.95,74,2,1,0,1,0,0,0,1
Pro Evolution Soccer 2008,Sports,PlayStation 3,0.04,2007,1,0,17.95,74,1,7,1,0,0,0,0,1
Worms: Open Warfare 2,"Action, Strategy",Sony PSP,0.04,2007,1,0,17.95,80,3,4,1,0,1,0,0,1
Surf's Up,Sports,PlayStation 3,0.04,2007,0,0,17.95,59,1,4,0,1,0,0,0,1
Fantastic Four: Rise of the Silver Surfer,Action,Nintendo Wii,0.04,2007,1,0,12.95,39,1,4,0,1,0,0,0,1
Brothers in Arms DS,Action,Nintendo DS,0.04,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
Bubble Bobble Double Shot,Action,Nintendo DS,0.04,2007,0,1,17.95,50,3,1,0,0,1,0,0,0
Fantastic Four: Rise of the Silver Surfer,Action,Nintendo DS,0.04,2007,1,0,14.95,35,3,1,0,1,1,0,0,1
Showtime Championship Boxing,"Action, Sports",Nintendo DS,0.04,2007,0,0,7.95,33,3,1,0,1,1,0,0,0
Zendoku,"Role-Playing (RPG), Strategy",Nintendo DS,0.04,2007,0,0,16.95,68,3,1,0,0,1,0,0,0
Heatseeker,Action,Sony PSP,0.04,2007,0,0,12.95,49,3,1,0,1,1,0,0,1
Manhunt 2,Action,Sony PSP,0.04,2007,1,0,7.95,69,3,1,0,0,1,0,0,1
SWAT: Target Liberty,"Action, Strategy",Sony PSP,0.04,2007,0,0,12.95,50,3,1,0,0,1,0,0,0
Anubis II,Action,Nintendo Wii,0.04,2007,1,0,9.95,19,1,1,0,0,0,0,0,0
Barnyard,"Action, Adventure",Nintendo Wii,0.04,2007,0,0,17.95,65,1,1,0,1,0,0,0,1
Escape from Bug Island,Action,Nintendo Wii,0.04,2007,0,0,14.95,37,1,1,0,0,0,0,0,0
Octomania,"Action, Strategy",Nintendo Wii,0.04,2007,0,0,14.95,66,1,1,0,0,0,0,0,0
Cabela's Big Game Hunter,"Simulation, Sports",X360,0.04,2007,1,0,19.95,51,2,1,0,1,0,0,0,1
UEFA Champions League 2006-2007,Sports,X360,0.03,2007,0,0,6.95,72,2,4,1,1,0,0,0,1
Aliens Vs Predator: Requiem,Action,Sony PSP,0.03,2007,1,0,17.95,49,3,2,1,1,1,0,0,0
NBA 08,Sports,Sony PSP,0.03,2007,1,0,7.95,75,3,2,1,1,1,0,0,0
Guilty Gear XX ? Core,Action,Nintendo Wii,0.03,2007,1,0,24.95,75,1,2,0,0,0,0,0,1
Arkanoid DS,Strategy,Nintendo DS,0.03,2007,0,1,16.95,61,3,1,1,0,1,0,0,0
Battleship / Connect Four / Sorry! / Trouble,Strategy,Nintendo DS,0.03,2007,0,0,17.95,55,3,1,0,1,1,0,0,0
Code Lyoko,"Action, Adventure",Nintendo DS,0.03,2007,0,0,11.95,63,3,1,0,1,1,0,0,0
Drake & Josh: Talent Showdown,"Action, Adventure",Nintendo DS,0.03,2007,0,0,15.95,43,3,1,0,1,1,0,0,0
Dynasty Warriors DS: Fighter's Battle,"Action, Strategy",Nintendo DS,0.03,2007,1,0,14.95,56,3,1,0,0,1,0,0,0
Orcs & Elves,"Action, Role-Playing (RPG)",Nintendo DS,0.03,2007,0,0,14.95,68,3,1,0,0,1,0,0,0
Prism: Light the Way,"Action, Strategy",Nintendo DS,0.03,2007,0,0,16.95,73,3,1,0,0,1,0,0,0
Dead Head Fred,Action,Sony PSP,0.03,2007,0,0,12.95,75,3,1,0,0,1,0,0,0
Driver '76,"Action, Racing / Driving",Sony PSP,0.03,2007,1,0,17.95,57,3,1,1,0,1,0,0,0
Hot Pixel,Action,Sony PSP,0.03,2007,0,0,8.95,55,3,1,0,0,1,0,0,0
The Legend of Heroes III: Song of the Ocean,Role-Playing (RPG),Sony PSP,0.03,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
SEGA Rally Revo,"Racing / Driving, Simulation",Sony PSP,0.03,2007,1,0,16.95,74,3,1,1,0,1,0,0,1
Bionicle Heroes,Action,Nintendo Wii,0.03,2007,0,0,17.95,52,1,1,0,1,0,0,0,1
Burnout Dominator,"Action, Racing / Driving",Sony PSP,0.02,2007,1,0,17.95,76,3,4,1,0,1,0,0,1
Balls of Fury,"Action, Sports",Nintendo Wii,0.02,2007,0,0,9.95,19,1,2,0,1,0,0,0,1
Samurai Warriors 2: Empires,"Action, Role-Playing (RPG), Strategy",X360,0.02,2007,0,0,19.95,53,2,2,0,0,0,0,0,1
B-17: Fortress in the Sky,Action,Nintendo DS,0.02,2007,0,0,12.95,38,3,1,0,0,1,0,0,0
Meteos: Disney Magic,Strategy,Nintendo DS,0.02,2007,1,0,12.95,74,3,1,0,1,1,0,0,0
Turn It Around,"Racing / Driving, Sports",Nintendo DS,0.02,2007,0,0,9.95,39,3,1,0,0,1,0,0,0
Cube,Strategy,Sony PSP,0.02,2007,0,0,17.95,60,3,1,1,0,1,0,0,0
Dragoneer's Aria,Role-Playing (RPG),Sony PSP,0.02,2007,0,0,24.95,56,3,1,1,0,1,0,0,0
The Fast and the Furious,Racing / Driving,Sony PSP,0.02,2007,0,0,22.95,58,3,1,0,1,1,0,0,0
R-Type Command,Strategy,Sony PSP,0.02,2007,1,0,14.95,69,3,1,0,0,1,0,0,0
Virtua Tennis 3,Sports,Sony PSP,0.02,2007,1,0,16.95,79,3,1,0,1,1,0,0,1
Virtua Tennis 3,Sports,X360,0.01,2007,1,0,14.95,80,2,4,1,1,0,0,0,1
Balls of Fury,"Action, Sports",Nintendo DS,0.01,2007,0,0,9.95,62,3,1,0,1,1,0,0,1
Front Mission,Strategy,Nintendo DS,0.01,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
Konami Classics Series: Arcade Hits,"Action, Racing / Driving, Sports",Nintendo DS,0.01,2007,0,1,17.95,76,3,1,0,0,1,0,0,0
Lost in Blue 2,Role-Playing (RPG),Nintendo DS,0.01,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
Nancy Drew: The Deadly Secret of Olde World Park,Adventure,Nintendo DS,0.01,2007,0,0,17.95,64,3,1,0,1,1,0,0,0
Nervous Brickdown,Action,Nintendo DS,0.01,2007,0,0,17.95,70,3,1,0,0,1,0,0,0
Original Frisbee Disc Sports: Ultimate & Golf,Sports,Nintendo DS,0.01,2007,0,0,9.95,31,3,1,0,1,1,0,0,0
Sea Monsters: A Prehistoric Adventure,"Action, Educational",Nintendo DS,0.01,2007,0,0,13.95,43,3,1,0,1,1,0,0,0
After Burner: Black Falcon,Action,Sony PSP,0.01,2007,1,0,19.95,73,3,1,1,0,1,0,0,0
Capcom Puzzle World,Strategy,Sony PSP,0.01,2007,0,1,19.95,65,3,1,1,0,1,0,0,0
Puzzle Quest: Challenge of the Warlords,"Role-Playing (RPG), Strategy",Sony PSP,0.01,2007,0,0,17.95,84,3,1,1,0,1,0,0,1
Smash Court Tennis 3,Sports,Sony PSP,0.01,2007,1,0,19.95,68,3,1,0,1,1,0,0,1
Traxxpad: Portable Studio,"Educational, Simulation",Sony PSP,0.01,2007,0,0,17.95,78,3,1,1,0,1,0,0,0
UEFA Champions League 2006-2007,Sports,Sony PSP,0.01,2007,1,0,14.95,71,3,1,1,1,1,0,0,1
Winx Club: Join the Club,"Action, Racing / Driving, Strategy",Sony PSP,0.01,2007,0,0,17.95,30,3,1,0,1,1,0,0,0
Driver: Parallel Lines,"Action, Racing / Driving",Nintendo Wii,0.01,2007,1,0,24.95,59,1,1,0,0,0,0,0,1
Mario Kart Wii,Racing / Driving,Nintendo Wii,12.39,2008,1,0,29.95,82,2,4,1,0,0,0,0,0
Grand Theft Auto IV,"Action, Racing / Driving",X360,5.76,2008,1,0,24.95,98,3,1,1,0,0,0,0,1
Super Smash Bros.: Brawl,Action,Nintendo Wii,5.71,2008,1,0,39.95,93,2,6,1,0,0,0,0,0
Call of Duty: World at War,Action,X360,4.58,2008,1,0,29.95,84,3,4,1,0,0,0,0,1
Grand Theft Auto IV,"Action, Racing / Driving",PlayStation 3,3.91,2008,1,0,24.95,98,2,1,1,0,0,0,0,1
Gears of War 2,Action,X360,3.9,2008,1,0,24.95,93,3,2,1,0,0,0,0,0
PokÇmon: Platinum Version,"Adventure, Role-Playing (RPG)",Nintendo DS,2.86,2008,1,0,27.95,83,4,1,0,0,1,0,0,0
Metal Gear Solid 4: Guns of the Patriots,Action,PlayStation 3,2.58,2008,1,0,22.95,94,2,1,1,0,0,0,0,0
Fable II,Role-Playing (RPG),X360,2.55,2008,1,0,17.95,89,3,1,1,0,0,0,0,0
Call of Duty: World at War,Action,PlayStation 3,2.53,2008,1,0,29.95,85,2,4,1,0,0,0,0,1
