CASEID,MARCOHAB,MB2,MSCALCA,ST1U,RSEX1,CSEX1,RSEX2,CSEX2,INCNEED1,INCNEED2,INCCHNG,RINCHNG,M484,ETHRACE,M2BP01,RELKID,NUMKID2,EDUCAT,MEDUCAT,FEDUCAT,MANEDUC,FEMEDUC,MUCOMPED,CUCOMPED,FHURT,FHURT2,MISSVIC1,MISSVIC2,FEMVICW1,FEMVICW2,SERVIO1,SERVIO2,MBL5YR1,MBL5YR2,MN1,CHNGDIS,DEBTSW1,DEBTSW2,RDEBTSW1,RDEBTSW2,DEBTLOAD,DEBTCHG,MFINSAT,FFINSAT,MFINWORR,FFINWORR,MJOBSPEL,RMJOBSPE,MJOBSTRN,E209A,E209B,E210A,E210B,S160A,S160B,S161A,S161B,MT211,MT212,MT213,MT214,CT211,CT212,CT213,CT214,MANDRINK,WOMDRINK,MDRKDAY,WDRKDAY,MNUMDRK,WNUMDRK,M5ADAY,W5ADAY,PMDRINK,PWDRINK,MPDRKDAY,WPDRKDAY,MPNUMDRK,WPNUMDRK,MP5ADAY,WP5ADAY,MRDRINK,WRDRINK,MDAYS,WDAYS,MAVEDRK,WAVEDRK,MALE5S,FEMALE5S,E208,S159,DRINKPRB,MDRINK1,WDRINK1,BDRINK1,ZSNGPNT1,ZPNWTE1,ZUNEMP1,ZPUBAS1,ZPOV1,CONDIS1,CNDIS110,ZSNGPNT2,ZPNWTE2,ZUNEMP2,ZPUBAS2,ZPOV2,CONDIS2,DISADV1,CNDIS210,DISADV2,TRAJECT,SUBSTRN,INCNDW1R,INCNDW2R,HHINCW2,HHINCW1,CNDIS13,CNDIS23,RSUBSTRN,DESIST,INITIATE,FAC1_1
59996, 1,99,99,12,2,1,8,8,  3.51690, -1.00000, 999.99999,99, 2,2,54, 0,99,12,999, 12,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4316,9.9999,99,9,2,0,1,0,-2,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.57983,-0.77181,-0.59515,-0.70607,-0.87186,-0.7049, 2, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,1,9,9,9,9, 9.99999
60004, 1, 1, 9, 1,1,2,1,2,  6.74755,  6.33571,  -0.41184,-1, 2,2,58, 0, 0,12, 12,999, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4998,0.4998, 1,2,1,1,0,0, 0, 0, 7, 6, 5, 5, 1,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9, 1.45496, 1.00128, 0.93929, 2.34230, 1.24674, 1.3969,10, 1.76679, 1.21513, 1.08685, 2.68493, 1.49147, 1.6490,1,10,1,1,-1.4542, 5, 5,3,3,3,3,0,9,0,-0.72542
60009, 1, 1, 9, 1,2,1,2,1,999.99999,  0.00000, 999.99999,99, 2,2,33, 1, 3,16,999, 16, 18, 16, 16, 18,0,0, 0, 0,0,0, 0, 0,0.7252,0.4173, 3,0,0,0,0,0, 0, 0, 5, 6, 4, 3, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-1.23764,-0.14431,-0.71261,-0.83891,-0.53618,-0.6939, 2,-0.54466,-0.54793,-0.41276,-0.96944,-0.91337,-0.6776,0, 2,0,1,-0.4912,99, 1,1,9,1,1,0,9,0,-0.72542
60012, 1, 1, 9, 1,1,2,1,2,  2.30228,  2.81136,   0.50908, 1, 2,2,34, 3, 2,11, 11,999, 11, 11, 11, 11,0,0, 0, 0,0,0, 0, 0,0.3630,0.3630, 1,0,3,1,1,0,-2,-1, 5, 5, 2, 3, 0,0, 8,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9,-0.71808,-0.65864,-0.01060,-0.12257,-0.32731,-0.3674, 5,-0.66902,-0.57892, 0.09002,-0.01224,-0.22552,-0.2791,0, 5,0,1, 0.0959, 4, 4,2,2,2,2,1,9,0,-0.72542
60025, 1, 1, 9, 1,1,2,1,2,  5.50027,  5.34845,  -0.15183, 0, 2,2,32, 0, 1,12, 12,999, 12, 16, 12, 16,0,0, 0, 0,0,0, 0, 0,0.4316,0.4316, 2,0,0,0,0,0, 0, 0, 6, 7, 5, 4, 1,0, 4,6,6,6,6,6,6,6,6, 1,  4,  2,  0, 1,  4,  1,  0, 1,99,  4,999,  2,999,  0,999,99, 1,999,  4,999,  1,999,  0, 1, 1,  4,  4,  2,  1,  0,  0, 2, 2,0,0,0,0,-0.57983,-0.77181,-0.59515,-0.70607,-0.87186,-0.7049, 2,-0.51406,-0.70123,-0.52341,-0.65074,-0.81952,-0.6418,0, 2,0,1,-1.2321, 5, 5,3,3,1,1,0,9,0,-0.16600
60033, 1, 1, 9, 1,2,1,2,8,  3.70832,  4.56846,   0.86013, 1, 2,2,24, 1, 2,15,999, 15,999, 14, 14,999,0,9, 0,-1,0,9, 0,-1,0.4280,0.3836, 3,1,2,2,1,1, 0, 0,-1, 6,-1, 2,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0, 1.38557,-0.11602, 0.41880, 0.77001,-0.00540, 0.4906, 8,-0.67231,-0.64663,-0.71740,-0.36556,-0.84500,-0.6494,1, 2,0,9,99.9999, 4, 4,2,2,3,1,9,9,9, 9.99999
60041, 6, 1, 9, 5,2,1,2,1,  4.17939,  8.30229,   4.12290, 1, 2,2,24, 0, 0,16,999, 16, 20, 16, 16, 20,0,0, 0, 0,0,0, 0, 0,0.6319,0.2226, 3,0,1,2,0,1, 1, 1, 6, 6, 3, 3, 0,0, 4,6,6,6,6,6,6,6,6, 1,  2,  1,  0, 1,  2,  1,  0,99, 1,999,  2,999,  1,999,  0, 1,99,  2,999,  1,999,  0,999, 1, 1,  2,  2,  1,  1,  0,  0, 2, 2,0,0,0,0,-0.54030, 0.26090,-0.49498,-0.13627, 0.27908,-0.1263, 6,-0.88905,-0.18989,-0.97207,-0.96893,-1.01050,-0.8061,0, 1,0,1,-0.4327, 4, 5,3,2,2,1,0,9,0,-0.44571
60046, 1, 1, 9, 1,2,1,2,1,  3.06931,  1.77693,  -1.29238,-1, 1,1,36, 2, 0,11,999, 11,  4, 11, 11,  4,0,0, 0, 0,0,0, 0, 0,0.6988,0.6988, 1,2,0,2,0,1, 2, 1, 3, 3, 1, 1, 1,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 9, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 9,99, 99,999, 99,999, 99,999, 9, 0, 99,  0, 99,  0, 99,  0, 2, 2,0,0,0,0, 6.18717, 2.81940, 2.60545, 5.79965, 4.38412, 4.3592,10, 7.07122, 3.18017, 2.83535, 6.46813, 4.91374, 4.8937,1,10,1,1, 1.3593, 4, 3,2,2,3,3,1,9,0, 9.99999
60054,10, 1, 9,13,1,8,1,8,  8.59800,  4.51607,  -4.08193,-1, 2,2,28, 0, 1,19, 19,999, 18,999, 18,999,8,0, 0, 0,0,0, 0, 0,0.6319,0.5752, 3,9,0,0,0,0, 0, 0, 6,-1, 4,-1, 0,0, 4,6,6,6,6,9,9,9,9, 1, 20,  1,  0,99,999,999,999, 1,99, 20,999,  1,999,  0,999,99,-1,999, -1,999, -1,999, -1, 1,99, 20, -1,  1, -1,  0, -1,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.61554,-0.42149,-0.48192,-0.95373,-0.50119,-0.5948,9, 3,0,1,99.9999, 5, 4,2,3,9,1,9,9,0, 0.38218
60059, 1, 1, 9, 1,2,1,2,1,  8.39193,  2.73383,  -5.65810,-1, 1,1,50, 1, 0,12,999, 12, 11, 12, 12, 11,0,0, 0, 0,0,0, 0, 0,0.3606,0.3606, 1,2,1,1,0,0, 0, 0, 7, 7, 3, 5, 1,0,-1,6,6,6,6,6,6,6,6, 1,  5,  3,  3, 2, 99, 99, 99,99, 1,999,  5,999,  3,999,  3, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  5,  0,  3,  0,  3, 2, 2,0,0,0,0, 2.35232, 3.21962, 3.56005, 1.94422, 0.96560, 2.4084,10, 2.77265, 3.61273, 3.83711, 2.24934, 1.18479, 2.7313,1,10,1,1,-1.1675, 5, 4,2,3,3,3,0,9,0,-0.72542
60062, 8, 1, 9,13,1,8,1,2,  4.01445, 11.17616,   7.16171, 1, 2,2,42, 0, 0,16, 16,999, 16, 18, 16, 18,8,0, 0, 0,0,0, 0, 0,0.4353,0.4227, 3,9,1,2,0,1, 1, 1, 4, 5, 4, 3, 0,0, 2,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 1,  7,  1,  0, 0,99, 99,999, 99,999, 99,999,99, 1,999,  7,999,  1,999,  0, 0, 1,  0,  7,  0,  1,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.28552,-0.37951,-0.47279,-0.51701,-0.55330,-0.4416,9, 4,0,1,-0.1811, 4, 5,3,2,9,2,0,9,0,-0.72542
60070, 1, 1, 9, 1,2,8,2,1,999.99999,  2.06368, 999.99999,99, 2,2,63, 0, 0,12,999, 12, 16, 12, 12, 16,0,0, 0, 0,0,0, 0, 0,0.2957,0.2957, 1,0,0,0,0,0, 0, 0, 4, 4, 2, 1, 3,1,-1,6,6,6,6,9,9,9,9, 1,  2,  2,  0, 2, 99, 99, 99,99, 1,999,  2,999,  2,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  2,  0,  2,  0,  0, 2, 9,9,9,9,9,-0.90782,-0.65426,-0.56030,-0.87819,-1.09740,-0.8196, 1,-0.88171,-0.57419,-0.48684,-0.83908,-1.06560,-0.7695,0, 1,0,1, 0.8307,99, 4,2,9,1,1,1,9,0,-0.72542
60075, 2, 1, 9, 1,2,8,2,1,  4.82541, 11.08036,   6.25495, 1, 1,1,39, 0, 0,13,999, 13, 18, 13, 13, 18,8,0, 0, 0,0,0, 0, 0,0.6268,0.4796, 3,1,2,5,1,1, 3, 1, 7, 6, 4, 4, 0,0, 4,6,6,6,6,9,9,9,9, 1,  5,  2,  0, 2, 99, 99, 99,99, 1,999,  5,999,  2,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  5,  0,  2,  0,  0, 2, 9,9,9,9,9, 1.42266, 2.31402, 0.92732,-0.51311,-0.24359, 0.7815, 9,-0.65070,-0.06616,-0.14172,-0.55103,-0.76681,-0.4353,1, 4,0,1,-1.0234, 4, 5,3,2,3,2,0,9,0,-0.72542
60083, 1,99,99,12,1,2,8,8,  0.04589, -1.00000, 999.99999,99, 2,2,33, 3,99,13, 13,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4361,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.20892,-0.64715,-0.24116,-0.39458,-0.44339,-0.3035, 5, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 1,99,9,1,2,9,9,9,9, 9.99999
60088, 1, 1, 9, 1,2,1,2,1,999.99999,  4.21501, 999.99999,99, 2,2,24, 0, 0,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4833,0.4833, 2,0,1,0,0,0,-1,-1, 6, 4, 4, 4, 0,0, 7,6,6,6,6,6,6,6,6, 1,  5,  3,  2, 1, 10,  5,  5,99, 1,999,  5,999,  3,999,  2, 1,99, 10,999,  5,999,  5,999, 1, 1, 10,  5,  5,  3,  5,  2, 2, 2,0,0,0,0,-0.21858,-0.71099,-0.15559,-0.27164,-0.69560,-0.4105, 5,-0.10912,-0.63549,-0.06213,-0.17537,-0.62726,-0.3219,0, 5,0,1,-0.5631,99, 4,2,9,2,2,0,9,0, 1.28763
60091, 4, 3, 1, 9,1,2,1,2,  1.51309,  1.70303,   0.18995, 0, 1,1,47, 0, 0,16, 16,999, 16, 11, 16, 11,0,0, 1, 0,1,0, 1, 0,0.6988,0.6988, 1,2,0,0,0,0, 0, 0, 6, 6, 2, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 6.18717, 2.81940, 2.60545, 5.79965, 4.38412, 4.3592,10, 7.07122, 3.18017, 2.83535, 6.46813, 4.91374, 4.8937,1,10,1,2,-0.2143, 3, 3,2,2,3,3,0,1,9,-0.72542
60096, 1, 1, 9, 1,2,8,2,1,  1.80018,  0.87027,  -0.92991,-1, 1,1,43, 2, 2,11,999, 11, 12, 11, 11, 12,0,0, 0, 0,0,0, 0, 0,0.3274,0.3274, 1,2,1,3,0,1, 2, 1, 4, 3, 2, 1, 0,0, 3,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 9,9,9,9,9, 1.90815, 2.95577, 2.22887, 0.64624, 1.83583, 1.9150,10, 2.27478, 3.32756, 2.44016, 0.82902, 2.13405, 2.2011,1,10,1,1, 0.9809, 3, 2,1,2,3,3,1,9,0,-0.72542
60100, 1, 4, 9, 4,2,1,2,8,999.99999,  2.00624, 999.99999,99, 2,2,66, 0, 0, 6,999,  6,999,  6,  6,999,0,9, 0,-1,0,9, 0,-1,0.3626,0.3626, 1,0,0,0,0,0, 0, 0,-1, 7,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0,-0.43903,-0.64395,-0.58392,-0.45178,-0.37900,-0.4995, 4, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99, 4,2,9,2,9,9,9,9, 9.99999
60105, 1,99,99,12,2,1,8,8,  8.30834, -1.00000, 999.99999,99, 2,2,42, 0,99,14,999, 14,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4665,9.9999,99,9,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.45060,-0.70544,-0.56658,-0.51848,-0.77005,-0.6022, 3, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5,99,9,3,1,9,9,9,9, 9.99999
60113, 1,99,99,12,1,2,8,8,  7.57225, -1.00000, 999.99999,99, 2,2,40, 0,99,12, 12,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.3626,9.9999,99,9,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.43903,-0.64395,-0.58392,-0.45178,-0.37900,-0.4995, 4, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5,99,9,3,2,9,9,9,9, 9.99999
60118,10, 1, 9,13,1,8,1,2,999.99999,  2.45994, 999.99999,99, 2,2,27, 0, 2,12, 12,999, 12, 11, 12, 11,8,0, 0, 0,0,0, 0, 0,0.3626,0.3626, 2,9,0,0,0,0, 0, 0, 6, 6, 3, 3, 0,0, 6,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.35622,-0.56304,-0.51163,-0.37248,-0.28191,-0.4171,9, 4,0,1,-0.4327,99, 4,2,9,9,2,0,9,0,-0.72542
60121, 1,99,99,12,2,1,8,8,  6.05234, -1.00000, 999.99999,99, 2,2,39, 0,99,16,999, 16,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.7851,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 1.07017, 0.62043, 0.63622, 1.13853, 1.50174, 0.9934, 9, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 5,99,9,3,3,9,9,9,9, 9.99999
60126, 1, 1, 9, 1,1,2,1,2,  2.16602,  5.31303,   3.14700, 1, 2,2,27, 1, 1,10, 10,999, 10, 13, 10, 13,0,0, 0, 0,0,0, 0, 0,0.3402,0.3402, 1,0,1,3,0,1, 2, 1, 6, 3, 3, 2, 0,0, 8,6,6,6,6,6,6,6,6, 1,  1, 99,  0, 1,  2,  2,  0, 1,99,  1,999, 99,999,  0,999,99, 1,999,  2,999,  2,999,  0, 1, 1,  1,  2, 99,  2,  0,  0, 2, 2,0,0,0,0, 0.16399,-0.71097,-0.61523, 0.57574, 0.31622,-0.0540, 7, 0.31971,-0.63547,-0.54448, 0.75188, 0.47645, 0.0736,0, 8,1,1, 0.2302, 4, 5,3,2,2,3,1,9,0, 9.99999
60134, 4, 3, 1,10,1,2,1,2,  4.37636,  3.25077,  -1.12559,-1, 2,2,30, 0, 2,16, 16,999, 16, 12, 16, 12,0,0, 0, 1,0,1, 0, 1,0.3885,0.4065, 3,0,3,2,1,1,-1,-1, 4, 4, 3, 3, 0,0, 7,6,6,6,6,6,6,6,6, 1,  3,  4,  0, 1, 10,  5,  7, 1,99,  3,999,  4,999,  0,999,99, 1,999, 10,999,  5,999,  7, 1, 1,  3, 10,  4,  5,  0,  7, 2, 2,0,0,0,0,-0.52949,-0.69106,-0.93096,-0.22256,-0.57750,-0.5903, 3,-1.02760,-0.66618,-1.16060,-0.81024,-0.89711,-0.9123,0, 1,0,3, 0.1876, 4, 4,2,2,1,1,1,9,1, 0.16346
60142, 1, 3, 1, 3,1,2,1,8, 10.59842, 13.07078,   2.47236, 1, 2,2,28, 0, 0,18, 18,999, 18,999, 18,999,0,0, 0, 0,0,0, 0, 0,0.4802,0.4802, 2,0,2,1,1,0,-1,-1, 5,-1, 2,-1, 0,0, 7,6,6,6,6,6,6,6,6, 1, 20,  2,  2,99,999,999,999, 1,99, 20,999,  2,999,  2,999,99,-1,999, -1,999, -1,999, -1, 1,99, 20, -1,  2, -1,  2, -1, 2, 2,0,0,0,0,-0.79293,-0.69769,-0.85198,-0.54904,-0.62786,-0.7039, 2,-0.75293,-0.62112,-0.79294,-0.47891,-0.55337,-0.6399,0, 2,0,1,99.9999, 5, 5,3,3,1,1,9,9,0, 0.81570
60147, 1, 1, 9, 1,2,1,2,1,  2.74271,  6.17350,   3.43079, 1, 2,2,41, 1, 0,12,999, 12, 12, 13, 13, 12,0,0, 0, 0,0,0, 0, 0,0.3484,0.3484, 1,0,1,1,0,0, 0, 0, 5, 6, 4, 4, 0,0, 4,6,6,6,6,6,6,6,6, 1,  4,  2,  0, 1,  3,  3,  1,99, 1,999,  4,999,  2,999,  0, 1,99,  3,999,  3,999,  1,999, 1, 1,  3,  4,  3,  2,  1,  0, 2, 2,0,0,0,0,-0.82061,-0.73890,-0.64318,-0.77017,-0.77771,-0.7501, 2,-0.78395,-0.66566,-0.57381,-0.72088,-0.71682,-0.6922,0, 2,0,1,-0.7035, 4, 5,3,2,1,1,0,9,0, 0.09863
60150, 1, 1, 9, 1,1,2,1,2,  5.64177,  5.10910,  -0.53267,-1, 2,2,43, 0, 0,13, 13,999, 13, 12, 13, 12,0,0, 0, 0,0,0, 0, 0,0.3626,0.3626, 1,0,0,0,0,0, 0, 0, 7, 6, 3, 5, 0,0, 8,6,6,6,6,6,6,6,6, 1, 30,  4,  4, 2, 99, 99, 99, 1,99, 30,999,  4,999,  4,999,99, 0,999, 99,999, 99,999, 99, 1, 0, 30,  0,  4,  0,  4,  0, 2, 2,0,0,0,0,-0.43903,-0.64395,-0.58392,-0.45178,-0.37900,-0.4995, 4,-0.35622,-0.56304,-0.51163,-0.37248,-0.28191,-0.4171,0, 4,0,1,-1.0173, 5, 5,3,3,2,2,0,9,0, 1.89688
60155, 8, 1, 9,13,2,8,2,8,  0.01133,  0.87397,   0.86264, 1, 2,2,42, 2, 2,12,999, 12,999, 12, 12,999,8,0, 0, 0,0,0, 0, 0,0.3626,0.3573, 2,9,0,0,0,0, 0, 0,-1,-1,-1, 3,-1,9,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.37302,-0.53126,-0.44187,-0.20333,-0.07746,-0.3254,9, 5,0,1,99.9999, 1, 2,1,1,9,2,9,9,0, 9.99999
60163, 1, 1, 9, 1,2,1,2,1,  5.05725,  3.24641,  -1.81084,-1, 2,2,52, 0, 0,10,999, 10, 12, 10, 10, 12,0,0, 0, 0,0,0, 0, 0,0.5160,0.5160, 1,0,1,1,0,0, 0, 0, 5, 3, 1, 1, 1,0, 7,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.17914,-0.66823,-0.00679,-0.49392,-0.36010,-0.3416, 5,-0.06491,-0.58928, 0.09402,-0.41859,-0.26129,-0.2480,0, 6,0,1, 1.0394, 5, 4,2,3,2,2,1,9,0,-0.72542
60168, 1, 3, 9, 3,2,1,2,8,  3.12159,  3.26072,   0.13913, 0, 2,2,38, 0, 0,12,999, 12,999, 12, 12,999,0,9, 0,-1,0,9, 0,-1,0.3626,0.6742, 3,9,1,0,0,0,-1,-1,-1, 5,-1, 4,-1,9,-1,2,1,2,2,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 1, 2,1,1,0,0,-0.43903,-0.64395,-0.58392,-0.45178,-0.37900,-0.4995, 4, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4, 4,2,2,2,9,9,9,9, 9.99999
60171, 1, 1, 9, 1,1,2,1,2,  1.27813,  3.64071,   2.36258, 1, 2,2,25, 2, 2,12, 12,999, 12, 13, 12, 13,0,0, 0, 0,0,0, 0, 0,0.3626,0.3626, 1,0,1,3,0,1, 2, 1, 3, 6, 4, 3, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9,-0.43903,-0.64395,-0.58392,-0.45178,-0.37900,-0.4995, 4,-0.35622,-0.56304,-0.51163,-0.37248,-0.28191,-0.4171,0, 4,0,1,-0.1713, 3, 4,2,2,2,2,0,9,0,-0.72542
60184, 1, 1, 9, 3,1,2,1,2,  7.08778,  2.69605,  -4.39172,-1, 2,2,31, 1, 3,12, 12,999, 12, 13, 12, 13,0,0, 0, 0,0,0, 0, 0,0.4944,0.5128, 2,0,4,1,1,0,-3,-1,-1, 3,-1, 1, 0,0,-1,6,6,6,6,6,6,6,6, 9, 99, 99, 99, 1,  5,  2,  0, 9,99, 99,999, 99,999, 99,999,99, 1,999,  5,999,  2,999,  0, 9, 1, 99,  5, 99,  2, 99,  0, 2, 2,0,0,0,0, 0.03469, 0.47828,-0.46314, 0.04106, 0.20599, 0.0594, 7, 0.27346,-0.21367, 0.61007,-0.70211,-0.15140,-0.0367,0, 7,0,1,99.9999, 5, 4,2,3,2,2,9,9,0, 9.99999
60189, 1, 3, 9, 3,2,1,2,8,  8.83315,  5.09824,  -3.73491,-1, 2,2,25, 0, 1,12,999, 12,999, 12, 12,999,0,9, 0,-1,0,9, 0,-1,0.3626,0.3626, 1,0,2,1,1,0,-1,-1,-1, 6,-1, 4,-1,9,-1,6,6,6,6,6,6,6,6, 1,  8,  4,  0,99,999,999,999,99, 1,999,  8,999,  4,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  8, -1,  4, -1,  0, 2, 2,0,0,0,0,-0.43903,-0.64395,-0.58392,-0.45178,-0.37900,-0.4995, 4, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5, 5,3,3,2,9,9,9,9, 9.99999
60192, 8, 1, 9,13,2,8,2,1,  0.08873,  0.90187,   0.81314, 1, 2,2,23, 1, 3,10,999, 10,  9, 10, 10,  9,8,0, 0, 0,0,0, 0, 0,0.3626,0.3626, 2,9,0,0,0,0, 0, 0, 5, 5, 3, 3, 1,0,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.35622,-0.56304,-0.51163,-0.37248,-0.28191,-0.4171,9, 4,0,1,-0.1226, 1, 2,1,1,9,2,0,9,0,-0.72542
60201, 1,99,99,12,2,1,8,8,  3.14323, -1.00000, 999.99999,99, 2,2,40, 1,99,12,999, 12,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.5295,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.46205, 0.49925,-0.87024,-0.06258,-0.43496,-0.0813, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,2,9,9,9,9, 9.99999
